,Source,Unit,Bedroom,Bathroom,Gross Price,Net price,Sqft,Floor,Image source,Address,Borough,City,State,Building Name,Neighborhood,Status,Amenity,Description,Availability,Floor_plan,Date_present,Created At,Updated At,Closing Date
60,https://www.compass.com/listing/1016-willow-avenue-unit-201-hoboken-nj-07030/1009386275761006217/,201,1,1,2400,,,2,,"1016 Willow Ave, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,1016 Willow Ave,Northwest Hoboken,Rental,Air Conditioning; Common Outdoor Space; Doorman; Hardwood Floors; Laundry in Building; Renovated Bath; Walk-in Closet; ,"Spacious one bedroom, one bath home in the heart of Hoboken. This unit features a completely renovated bath, granite counter tops, gleaming hardwood floors, and a spacious walk-in closet with container store shelving for maximum storage and functionality. The unit is very well maintained and has recently been painted. Enjoy the common outdoor space as well as the convenience of wash/dry room. Great location as it is located close to shopping, restaurants, parks and schools. It is also close to bus, train, and PATH station. Move in and enjoy!",,1016 Willow Ave_201,0,25-03-2022,25-03-2022,
61,https://www.compass.com/listing/464-central-avenue-unit-b9-jersey-city-nj-07307/1007875558703307729/,B9,1,1.5,1950,,700,,,"464 Central Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,464 Central Ave,The Heights,Rental,Air Conditioning; Breakfast Bar; Common Garden; Elevator; Laundry; Laundry in Building; Private Outdoor Space; Spiral Staircase; Tennis Court; ,"Spacious one bed 1.5 bath duplex loft condo at the \""Schoolhouse\"" located in the perfect Heights location. The unit features vaulted 18ft ceilings, dark wood floors, breakfast bar with separate dining area, sun drenched, great closet space, spiral staircase to master bedroom suite. Building features on site laundry and common garden. Direct NY bus,  minutes to Congress Light Rail station, nearby park w/dog run and tennis courts, surrounded by trendy cafes/restaurants. Be part of this very energized neighborhood.",,464 Central Ave_B9,0,25-03-2022,25-03-2022,
62,https://www.compass.com/listing/20-newport-parkway-unit-2106-jersey-city-nj-07310/1008604977161354993/,2106,1,1,2700,,780,21,,"20 Newport Pkwy, Jersey City, NJ 07310",Jersey City,Jersey City,NJ,20 Newport Pkwy,Newport,Rental,Air Conditioning; Balcony; Concierge; Doorman; Elevator; Gym; Laundry in Building; Pool; Private Outdoor Space; Sauna; Washer / Dryer in Unit; ,"Sun drenched south facing one bedroom located in waterfront Newport Jersey City. Dramatic floor to ceiling window with a private balcony with NYC & Hudson River view. Hardwood floor through out, open concept gourmet kitchen with granite countertop, stainless appliances, central air, brand new washer/dryer in unit. This luxury building offers a gym, pool, community center, sauna and rooftop lounge with panoramic NYC view, 24 hours concierge service. Close to parks, major highways, easy commute to NYC via Path train, shops and shoppings and restaurant.",04/01/2022,20 Newport Pkwy_2106,1,25-03-2022,25-03-2022,
63,https://www.compass.com/listing/289-bergen-avenue-unit-1-jersey-city-nj-07305/1007225601428228577/,1,4,2,2100,,1500,,,"289 Bergen Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,289 Bergen Ave,West Side,Rental,Air Conditioning; Deck; Game Room; Private Outdoor Space; ,"Welcome to this 4 bedroom and 2 bathroom unit that is made up of two floors of living space! If this unit couldn't get any better, it has it's own PRIVATE DECK & BACKYARD just in time for spring & summer BBQs. First floor includes a kitchen, full bath, living room and two bedrooms. Lower level has another full bathroom, two bedrooms and an other room that could be used as an additional living room or game room. Available for immediate move in. Steps away from transportation. NO SMOKING on premises. Applicants must fill out an application and show proof of employment. Please text me to see a video of the unit!",,289 Bergen Ave_1,0,25-03-2022,25-03-2022,
64,https://www.compass.com/listing/39-new-york-avenue-unit-511-jersey-city-nj-07307/1004356530695544609/,511,1,1,3625,,929,5,,"39 New York Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,39 New York Ave,The Heights,Rental,Air Conditioning; Elevator; Garage; Gym; On-site Parking; Parking Included; Private Outdoor Space; Washer / Dryer in Unit; ,"Sawyer, a brand-new Jersey City apartment community radiating with the warmth and personality of home. Our close-knit community is nestled between The Heights and Hoboken, revealing a laid-back vibe amid delightfully peaceful surroundings. Sawyer is just a few minutes from the Light-Rail, offering a shuttle service to the PATH and On-Site parking. Refreshingly spacious apartments and pleasant amenities which contribute to a community boasting an inviting atmosphere, skyline views, and access to just about everything.",,39 New York Ave_511,0,25-03-2022,25-03-2022,
65,https://www.compass.com/listing/99-hudson-street-unit-2209-jersey-city-nj-07302/1004992936011684929/,2209,1,1,3300,,758,22,,"99 Hudson St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,99 Hudson St,Colgate Center,Rental,Air Conditioning; Business Center; Cabana; Concierge; Deck; Doorman; Floor to Ceiling Windows; Game Room; Gym; Hardwood Floors; Playroom; Plunge Pool; Pool; Private Outdoor Space; Sauna; Screening Room; Spa; Washer / Dryer in Unit; Window Treatments; ,"Luxury Living Redefined! Welcome to Residence 2209 at New Jersey’s tallest residential building, 99 Hudson. Be the first to occupy this bright, airy and inviting 758 square foot 1 bedroom residence featuring Bosch appliances, engineered hardwood floors, brand new window treatments and floor to ceiling windows. You will feel at home immediately. This building is iconic for its 65,000+ square feet of world class amenities, including resort style deck with 80 x 50 swimming pool, cabanas, grilling stations, community room with demonstration kitchen, game room, business center, children’s playroom, screening room, golf simulator, dog run and spa with steam, dry sauna, plunge pool and massage rooms. With 24 hour concierge and on-site management, 99 Hudson surely doesn’t disappoint. No smoking inside apartment.",,99 Hudson St_2209,0,25-03-2022,25-03-2022,
66,https://www.compass.com/listing/78-erie-street-unit-2-jersey-city-nj-07302/1007970857802830145/,2,2,1,2700,,800,,,"78 Erie St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,78 Erie St,Harsimus,Rental,Air Conditioning; Hardwood Floors; Hot Water Included; Pet Friendly; Private Outdoor Space; Top Floor; Washer / Dryer in Unit; ,"Beautiful top floor unit 2 beds, 1 Bath, approximately 800 sq. ft. in the heart of historic Downtown Jersey City. Bright and airy rooms, hardwood floors throughout. Spacious living room and large eat-in-kitchen for seamless entertainment. Located just a few blocks from  the Grove Street PATH Train stations close to restaurants, stores, delicious bakeries, schools, parks and more. Heat and hot water included in rent. Shared use of backyard OWNER WILL BE INSTALLING W/D IN THE KITCHEN",,78 Erie St_2,0,25-03-2022,25-03-2022,
67,https://www.compass.com/listing/105-greene-street-unit-1307-jersey-city-nj-07302/1007210062487917881/,1307,1,1,3300,,975,13,,"105 Greene St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,105 Greene St,Paulus Hook,Rental,Air Conditioning; Balcony; Common Roof Deck; Common Storage; Concierge; Corner Unit; Custom Closet; Deck; Doorman; Elevator; Garage; Gas Heat; Gym; Parking Available; Private Outdoor Space; River Views; Valet Parking; Washer / Dryer in Unit; ,"Located in the heart of Exchange Place, boutique luxury community Montgomery Greene is just a block away from the Path and the NY Ferry. This beautiful 975sqft corner unit gets ample natural light and has a private balcony with river views. The unit offers smart Nest thermostats, spacious custom closets, and motorized Hunter Douglas blinds. The bathroom offers a double vanity and a large rain bath shower. Residents have access to 24hr concierge service, exercise room, community lounge, and roof deck with BBQ grills and NYC views. Building also has storage units, bike storage, and valet parking available for additional fees. Gas, heat, hot and cold water, trash, and sewer are all included in rent.",,105 Greene St_1307,0,25-03-2022,25-03-2022,
68,https://www.compass.com/listing/233-newark-avenue-unit-5a-jersey-city-nj-07302/1004258743516712465/,5A,1,1,3000,,638,5,,"233 Newark Ave, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,233 Newark Ave,The Village,Rental,Air Conditioning; Concierge; Deck; Elevator; Package Room; Washer / Dryer in Unit; ,"Welcome to The Hemlock, a collection of 16 brand new luxury homes located in heart downtown Jersey City, just 3 blocks away from the Grove Street PATH Station. This steel and concrete building has open style layouts, stainless steel smart appliances, Central HVAC controlled by Nest thermostats, washer/dryers, and LED lighting throughout the homes. The building has a large southeast exposed rooftop deck with private seating areas with views of downtown JC. Other amenities include a secure package room for deliveries, Latch keyless entry doors for easy access via your smartphone and a virtual concierge powered by Hello Alfred. The Hemlock is also pet-friendly! Bon Renter is available as a security deposit alternative.",,233 Newark Ave_5A,0,25-03-2022,25-03-2022,
69,https://www.compass.com/listing/26-olean-avenue-unit-1-jersey-city-nj-07304/1007912357839987929/,1,5,2,3750,,,,,"26 Olean Ave, Jersey City, NJ 07304",Jersey City,Jersey City,NJ,26 Olean Ave,West Side,Rental,Air Conditioning; Breakfast Bar; Granite Kitchen Counter; ,"Located in the Heart of Journal Square, Jersey City this amazing newly renovated duplex 5 bedroom 2 full bathroom condo. This property was just fully renovated so you can be the 1st to live here. The main floor features 3 bedrooms, brand new kitchen with stainless appliances, easy access to private backyard for entertaining , granite countertops, breakfast bar, beautiful floors,1 full bathroom, and a huge open floor concept living room. Walk down the stairs to the lower floor to find a separate suite with its own private full bathroom, 2 large bedrooms and additional living space. This private area can be used as an in-law suite. Abundance of living space spanned over 2 floors gives this unit so many options for the new renters",,26 Olean Ave_1,0,25-03-2022,25-03-2022,
70,https://www.compass.com/listing/96-bartholdi-avenue-jersey-city-nj-07305/1009466601664443313/,,3,1,1900,,1000,,,"96 Bartholdi Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,96 Bartholdi Ave,Greenville,Rental,Air Conditioning; Hardwood Floors; Stainless Steel Appliances; Window AC Installed; ,"Super clean, convenient and spacious apartment right across the street from Columbia Park. Easy bus access on Kennedy Blvd to/from JSQ. Apartment was recently updated and has beautiful hardwood floors throughout and plenty of closets/storage. Good size bedrooms and a small office/den. Kitchen includes stainless steel appliances in addition to window ac units in every room. Separate utilities.",,96 Bartholdi Ave_,0,25-03-2022,25-03-2022,
71,https://www.compass.com/listing/401-monroe-street-unit-2r-hoboken-nj-07030/1008018017340834593/,2R,2,1,2500,,,2,,"401 Monroe St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,401 Monroe St,Southwest Hoboken,Rental,Air Conditioning; Balcony; Dryer; Laundry in Building; Renovated Kitchen; Washer; ,Lock in your June occupancy ahead of time. This commuter friendly two bedroom rental won't last long. Spacious unit with bedrooms on opposite ends and newly renovated kitchen with SS appliances. The master bedroom has a balcony with partial NYC views. Washer/ dryer conveniently located on first floor. Pets welcome with landlords approval.,06/01/2022,401 Monroe St_2R,1,25-03-2022,25-03-2022,
72,https://www.compass.com/listing/97-stevens-avenue-unit-1-jersey-city-nj-07305/1009459913226317745/,1,5,2,2600,,1500,,,"97 Stevens Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,97 Stevens Ave,The Hill,Rental,Dishwasher; Dryer; Laundry; Laundry in Building; Parking Included; Private Outdoor Space; Stainless Steel Appliances; Washer; Washer / Dryer in Unit; ,"Need more space? Look no further, we got you! This truly massive 5 bedroom, 2 full bathroom duplex has just completed a top to bottom renovation and is ready for you to move into, NOW. This apartment consists of two floors of living space, a washer and dryer room, and a very large backyard space. First floor features 3 bedrooms, livings room, brand new kitchen with dishwasher and stainless steel appliances. Lower level has its own full bathroom, two bonus rooms, and a rec space. Amenities include central air heating and air conditioning, brand new floors, outdoor space, laundry room on premises, tons of storage space and a bonus parking spot for $100 additional per month. Conveniently located in the heart of Greenville, just steps from Buses 87 and 119 to commute to NYC. Closest lightrail is Richard Station.",,97 Stevens Ave_1,0,25-03-2022,25-03-2022,
73,https://www.compass.com/listing/225-river-street-unit-2201-hoboken-nj-07030/1002387119367158745/,2201,2,2.5,10000,,1960,22,,"225 River St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,225 River St,The Waterfront,Rental,Air Conditioning; Basement; Doorman; Elevator; Gym; Parking Included; Private Outdoor Space; River Views; Washer / Dryer in Unit; ,"W Hotel Condo on the 22nd floor with terrific NYC/Hudson River Views  2 bedroom/2.5 bathrooms, only 4 apartments on the 22nd floor  High end appliances, hotel amenities, hotel gym, basement storage  Residential manager to help with anything you may need  Restaurant/bars in the building",,225 River St_2201,0,25-03-2022,25-03-2022,
74,https://www.compass.com/listing/383-2nd-street-unit-1-jersey-city-nj-07302/1007998791557325345/,1,1,1,2000,,,,,"383 2nd St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,383 2nd St,The Village,Rental,Gym; Hardwood Floors; Laundry; Laundry in Building; Stainless Steel Appliances; ,"Vacant. Available Now. Modern. Renovated. . Beautiful 1BR/1BA (handicap accessible) . Walking distance to Grove St PATH trains, downtown Jersey City. Kitchen boast granite counter top, tall cabinets, stainless steel appliances, oak hardwood floors throughout, split AC units, shared laundry on premises for your convenience, wall of windows provide plenty of natural light and bedroom and living room has good closet space. Great location with several trendy restaurants, gym and entertainment close by.",,383 2nd St_1,0,25-03-2022,25-03-2022,
75,https://www.compass.com/listing/195-york-street-unit-2-jersey-city-nj-07302/1009388257560410593/,2,3,2.5,3800,,1400,,,"195 York St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,195 York St,Van Vorst Park,Rental,Air Conditioning; Dryer; Parking Available; Parking Included; Washer; Washer / Dryer in Unit; ,"Location, Location, 195 York. Spacious 3 bedroom 2.5 bath duplex has the space that you deserve plus a washer and dryer in the home. Easy access to path, shopping and restaurants. Parking available for rent for additional cost. Available 6/1/22",06/01/2022,195 York St_2,1,25-03-2022,25-03-2022,
76,https://www.compass.com/listing/39-new-york-avenue-unit-212-jersey-city-nj-07307/1004354010580450369/,212,0,1,2375,,532,2,,"39 New York Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,39 New York Ave,The Heights,Rental,Air Conditioning; Elevator; Garage; Gym; On-site Parking; Parking Included; Private Outdoor Space; Washer / Dryer in Unit; ,"Sawyer, a brand-new Jersey City apartment community radiating with the warmth and personality of home. Our close-knit community is nestled between The Heights and Hoboken, revealing a laid-back vibe amid delightfully peaceful surroundings. Sawyer is just a few minutes from the Light-Rail, offering a shuttle service to the PATH and On-Site parking. Refreshingly spacious apartments and pleasant amenities which contribute to a community boasting an inviting atmosphere, skyline views, and access to just about everything.",,39 New York Ave_212,0,25-03-2022,25-03-2022,
77,https://www.compass.com/listing/88-brunswick-street-unit-6-jersey-city-nj-07302/1009692279783145329/,6,1,1,2000,,500,,,"88 Brunswick St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,88 Brunswick St,Van Vorst Park,Rental,Air Conditioning; Common Laundry; Common Roof Deck; Deck; Hardwood Floors; Laundry; Laundry in Building; Private Outdoor Space; Private Roof Deck; ,"Welcome home to this super sunny, quiet & cozy loft-style one bedroom with it's own private roof deck! Just minutes from Grove St. PATH, Van Vorst Park, and all that Downtown has to offer. Nicely updated with hardwood floors, 10 ft ceilings, loft storage space, and partial NYC and Jersey City skyline views from your dedicated roof deck. Common Laundry on ground level. All Utilities are Electric paid by tenant. Pets considered. Plenty of On-Street Parking, Very Nice Apartment - do not miss it!",,88 Brunswick St_6,0,25-03-2022,25-03-2022,
78,https://www.compass.com/listing/31-court-house-place-unit-302-jersey-city-nj-07306/1006808829561628609/,302,2,1,2350,,,3,,"31 Court House Pl, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,31 Court House Pl,Hilltop,Rental,Air Conditioning; Doorman; Washer / Dryer in Unit; ,,,31 Court House Pl_302,0,25-03-2022,25-03-2022,
79,https://www.compass.com/listing/59-st-pauls-avenue-unit-2r-jersey-city-nj-07306/938280586772191345/,2R,2,1,2400,,,2,,"59 St Pauls Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,59 St Pauls Ave,The Heights,Rental,Fully Furnished; Hardwood Floors; Laundry in Building; Stainless Steel Appliances; ,"Just in time for the Holidays! Welcome to this well kept, fully furnished, 2 bedroom unit located in the very convenient, Heights of Jersey City. Walk in to brand new stainless steel appliances, hardwood floors, and furniture in every room. Great location as you'd be walking distance from many shops, parks, and public transportation such as the Journal Square Path for a quick an easy commute to NYC. Smart lock doors and app connected lighting are also included.",01/15/2022,59 St Pauls Ave_2R,1,25-03-2022,25-03-2022,
80,https://www.compass.com/listing/196-danforth-avenue-unit-101-jersey-city-nj-07305/1009275746781979233/,101,3,1,2250,,,1,,"196 Danforth Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,196 Danforth Ave,Greenville,Rental,Air Conditioning; Granite Kitchen Counter; Laundry in Building; Private Outdoor Space; Washer / Dryer in Unit; ,"Newly renovated 3 bed/1bath apartment with smart recessed lights, renovated bathroom and kitchen w/stainless steel appliances, new backsplash and granite countertops. Washer/Dryer and Shared Backyard access. Moments from the light rail and buses with easy access to the PATH. Don't miss this one!",,196 Danforth Ave_101,0,25-03-2022,25-03-2022,
81,https://www.compass.com/listing/850-newark-avenue-unit-2c-jersey-city-nj-07306/1007348203374079673/,2C,1,1,2450,,750,2,,"850 Newark Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,850 Newark Ave,Journal Square,Rental,Air Conditioning; Elevator; Parking Available; Security System; Washer / Dryer in Unit; ,"Beautiful and spacious close to the path! 850 Newark Avenue is a newer Boutique Building with an Elevator. This 1 bedroom/1 bath is located in the newest and most vibrant development of the Journal Square area with only an 8 minute walk to the PATH and local transportation. This well appointed unit features a huge bedroom, wood flooring, brand new appliances, large closets, central air, and an in-unit washer/dryer. Building amenities include a \""virtual doorman” security system, Close proximity to the Journal Square PATH, restaurants and shops. Easy access to the highway and public transportation. Rental Parking available nearby.",,850 Newark Ave_2C,0,25-03-2022,25-03-2022,
82,https://www.compass.com/listing/429-fairmount-avenue-unit-204-jersey-city-nj-07306/1004375884800378897/,204,1,1,1550,,488,2,,"429 Fairmount Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,429 Fairmount Ave,West Bergen-East Lincoln Park Historic District,Rental,Air Conditioning; Elevator; Laundry; Laundry in Building; ,"Newly renovated (Feb 2022) spacious one bedroom condo, elevator and laundry in building. Steps to Lincoln Park, close to path station, buses, restaurants and parks. Included utilities heat and hot water. Superintendent on-site.",,429 Fairmount Ave_204,0,25-03-2022,25-03-2022,
83,https://www.compass.com/listing/539-palisade-avenue-unit-1l-jersey-city-nj-07307/1005188600361094769/,1L,3,3,3500,,1953,1,,"539 Palisade Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,539 Palisade Ave,The Heights,Rental,Air Conditioning; Private Outdoor Space; Washer / Dryer in Unit; ,"Newly renovated modern 1,953 square foot duplex apartment with the private backyard. The first floor has two bedroom situated in the opposite side with the living room/dining room in the middle. The lower floor has another bedroom and a full bath with the huge open family room space. Split-minis for heat and A/C, in-unit washer/dryer and hardwood floor throughout. Located on Palisade avenue near congress street light rail station, Palisade Park and various trending restaurants and cafés. Very easy access to Lincoln Tunnel to Manhattan, also. Very easy access to Lincoln Tunnel to Manhattan, also #1L is on south side of the building. Some photos are from #1R exact same floor plan but North side of the building.",,539 Palisade Ave_1L,0,25-03-2022,25-03-2022,
84,https://www.compass.com/listing/240a-palisade-avenue-unit-2-jersey-city-nj-07306/1007294693659980625/,2,3,1,2100,,,,,"240A Palisade Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,240A Palisade Ave,The Heights,Rental,Hardwood Floors; High Ceilings; ,"Beautiful 3BR/1BA on Palisade Ave! Right by the park and hospital, this spacious first floor unit features beautiful hardwood floors, high ceilings, open living room/kitchen, 2 railroad style bedrooms, and an extra den/office that can be used as a 3rdBR. Close to transportation, shops, and restaurants. Pets okay with LL approval.",,240A Palisade Ave_2,0,25-03-2022,25-03-2022,
85,https://www.compass.com/listing/1400-hudson-street-unit-318-hoboken-nj-07030/1008702489896556169/,318,2,2,5700,,1216,3,,"1400 Hudson St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,1400 Hudson St,Hudson Tea,Rental,Air Conditioning; Concierge; Deck; Doorman; Elevator; Gym; Parking Available; Parking Included; Playroom; Pool; Private Outdoor Space; Stainless Steel Appliances; ,"Live the life in the luxurious 1400 Hudson, built by Toll Brothers. Chef's open style kitchen overlooks the living / ding area and features Quartz counters and backsplash, custom cabinets and Thermador and Bosch stainless steel appliances. Large bedroom easily fits a king size bed and has a large walk in closet. Community features 24 hr concierge, 3 gyms, children's playroom, community room that also opens to the landscaped courtyard, rooftop gardens with pool, fire pit, tv and bbq's. Commuter's delight with ferry and bus located a few blocks away or take the private shuttle to the path. Guaranteed rentable parking available in parking deck. Available 5/15/22!",05/15/2022,1400 Hudson St_318,1,25-03-2022,25-03-2022,
86,https://www.compass.com/listing/198-lincoln-street-unit-1-jersey-city-nj-07307/1003036488895022849/,1,3,2,2600,,,,,"198 Lincoln St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,198 Lincoln St,West Slope,Rental,Air Conditioning; Balcony; Central AC; Hardwood Floors; Private Outdoor Space; Stainless Steel Appliances; Washer / Dryer in Unit; ,"3 Bedroom 2 bath residence in the Jersey City western slopes. Features include hardwood floors and beautiful balcony which fills the home with an abundance of natural light. Additional features include stainless steel appliances, an in-unit washer/dryer, jacuzzi bathtub and central A/C. Easy and convenient commute to NYC! The home is within close proximity to multiple NJ Transit bus lines and less than a mile from the Journal Sq path station or light rail . Walking distance to multiple parks, supermarket, restaurants and JC heights vibrant shopping area on Central Ave. Only small dog or a cat",,198 Lincoln St_1,0,25-03-2022,25-03-2022,
87,https://www.compass.com/listing/50-reservoir-avenue-unit-303-jersey-city-nj-07307/1008851630463718033/,303,2,1,1950,,768,3,,"50 Reservoir Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,50 Reservoir Ave,The Heights,Rental,Air Conditioning; Corner Unit; Elevator; High Ceilings; Laundry; Laundry in Building; Renovated Kitchen; ,"Spacious and bright corner home in the heart of Jersey City Heights. Home is a south and east facing corner unit offering original flooring with ribbon inlay, high ceilings, detailed molding, cast iron radiators, recently renovated kitchen with s/s appliances and granite counters. Large master bedroom, second bedroom or formal living room, updated bathroom, custom lighting, elevator, on-site laundry room and so much more! Partial views of lower NYC, easy transit to NYC via NJ Transit bus and light-rail and the convenience of local shopping in dining!",05/01/2022,50 Reservoir Ave_303,1,25-03-2022,25-03-2022,
88,https://www.compass.com/listing/373-375-3rd-street-unit-b-jersey-city-nj-07302/1008606957912884665/,B,0,1,1850,,500,,,"373-375 3rd St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,373-375 3rd St,The Village,Rental,Air Conditioning; Hardwood Floors; Stainless Steel Appliances; ,"A must see! Newly renovated studio apartment is perfectly located in downtown Jersey City. Quiet beautiful street, Very close to the Path and Newark Street where you can find bars, shopping and restaurants! Hardwood floors throughout the apartment. Nice kitchen with new stainless steel appliances. Outdoor siiting area which is perfect for Summer days. No smoking Small Pets ok.",04/01/2022,373-375 3rd St_B,1,25-03-2022,25-03-2022,
89,https://www.compass.com/listing/70-adams-street-unit-3j-hoboken-nj-07030/1007244931623865017/,3J,2,2,3900,,1200,3,,"70 Adams St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,70 Adams St,Southwest Hoboken,Rental,Air Conditioning; Covered Parking; Doorman; Elevator; Garage; Granite Kitchen Counter; Gym; Hardwood Floors; Jacuzzi Tub; Parking Included; Walk-in Closet; Washer / Dryer in Unit; ,"Spacious downtown 2 bedroom/ 2 bath condo in the Desirable “Oz” Building. Open layout with great location. Close to PATH, bus, and train. Kitchen with SS appliances and granite countertops. Spacious living room/dining area with crown molding and chair rails. Extremely large master suite with custom built walk-in closet and master bath with jacuzzi tub. Oversized 2nd BR. Plenty of windows and closets, gleaming hardwood floors, central air, washer/dryer in unit, elevator, gym plus more. Covered parking included.",,70 Adams St_3J,0,25-03-2022,25-03-2022,
90,https://www.compass.com/listing/8-erie-street-unit-203-jersey-city-nj-07302/1003163696063944601/,203,2,2,4300,,1128,2,,"8 Erie St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,8 Erie St,Harsimus,Rental,Air Conditioning; Concrete Floors; Elevator; Washer / Dryer in Unit; ,"This is it! - TelCo Lofts - The most exclusive and unique residences in Downtown JC! A Very rare, is a 2 bed 2 bath unit with style that blends the best of the modern with the industrial chic. Come marvel over the polished concrete floors, Italian kitchen cabinets, Spanish counter tops, soaring 18' ceilings, and stunning arched windows. W/D in all unit, heated master bath floor, DOOR BIRD app to welcome your guests and provide access as needed, and much more!",,8 Erie St_203,0,25-03-2022,25-03-2022,
91,https://www.compass.com/listing/1028-hudson-street-unit-6-hoboken-nj-07030/1009221387319125121/,6,2,1,3400,,,,,"1028 Hudson St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,1028 Hudson St,North East Hoboken,Rental,Air Conditioning; Decorative Fireplace; Exposed Brick; Gym; High Ceilings; Hot Water Included; Laundry in Building; Pets Conditional; Washer / Dryer in Unit; ,"Beautifully maintained  and bright 2-bedroom apartment located in uptown Hoboken across from Elysian Park. This apartment features hardwood oak flooring, high ceilings, original woodwork, exposed brick, and decorative fireplace. Features include all major appliances with washer/dryer in unit. Heat and Hot Water included in rent. Common Backyard. Waterfront Park located 1 block away. Close to all uptown Hoboken has to offer including NYC Ferry, buses to NYC and Hoboken PATH, as well as shopping, restaurants, and gyms.",04/01/2022,1028 Hudson St_6,1,25-03-2022,25-03-2022,
92,https://www.compass.com/listing/104-fairview-avenue-unit-3-jersey-city-nj-07304/944433440093630769/,3,1,1,1400,,550,,,"104 Fairview Ave, Jersey City, NJ 07304",Jersey City,Jersey City,NJ,104 Fairview Ave,West Bergen-East Lincoln Park Historic District,Rental,Hot Water Included; Top Floor; ,"Sun filled top floor (third) apartment, good size rooms, lots of windows. New bathroom, new appliances, new floor, new paint. Heat and hot water included. Close to Journal Square Path, bus stations, Lincoln Park, markets, restaurants and cafes.",,104 Fairview Ave_3,0,25-03-2022,25-03-2022,
93,https://www.compass.com/listing/145-brunswick-street-unit-3l-jersey-city-nj-07302/1002248649647185681/,3L,2,2,2400,,700,3,,"145 Brunswick St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,145 Brunswick St,The Village,Rental,Air Conditioning; Exposed Brick; Hardwood Floors; High Ceilings; Laundry in Building; ,"This 2 bed 2 bath is completely budget-friendly and perfect for anyone looking to be near shops, restaurants & public transportation! The light soaked unit features HIGH ceilings and gorgeous exposed brick in every room with hardwood floors running throughout. The unit is well appointed with updated kitchens, bathrooms and a perfect layout for roommates. The building also has a shared washer/dryer room for your convenience. It’s located on Newark Avenue in the Village Section with a CitiBike location right outside your door. Steps away is a multitude of restaurants, cafes and entertainment including White Eagle Hall, Cellar 335, Prato Bakery and Madame Claude Bis. Photos are of an identical unit in the building.",05/01/2022,145 Brunswick St_3L,1,25-03-2022,25-03-2022,
94,https://www.compass.com/listing/100-marshall-street-unit-202-hoboken-nj-07030/1008702618964564665/,202,1,1,2750,,,2,,"100 Marshall St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,100 Marshall St,Southwest Hoboken,Rental,Air Conditioning; Elevator; Hardwood Floors; Laundry; Pet Friendly; ,"Beautiful 1 bed/ 1 bath in an elevator luxury building with virtual doorman on 1st and Marshall Street. Walk into hardwood floors spread throughout the apartment's oversized living room and dinning room area. The open-floor lay out kitchen with stainless-steel appliances and stone countertops makes for hosting company a breeze! Lastly enjoy the well-light bedroom space with a large walk in closet for storage! Building is pet friendly and has washer/dryer located across the hall making laundry day an easy day! Right across the street from the light rail, and a short walk to the bus stop and Path station. Next to restaurants, bars, shopping, park and much more. Large dogs ok!",,100 Marshall St_202,0,25-03-2022,25-03-2022,
